0,1
0,3
0,6
0,7
0,8
0,9
0,11
0,13
1,0
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,11
1,13
1,15
1,17
1,19
2,1
2,3
2,4
2,5
2,6
2,9
2,12
2,15
2,16
2,17
2,18
3,0
3,1
3,2
3,6
3,9
3,15
3,17
4,1
4,2
4,5
4,6
4,7
4,9
4,10
4,12
4,16
4,17
4,18
5,1
5,2
5,4
5,6
5,7
5,10
5,12
5,14
5,16
5,17
5,18
5,19
6,0
6,1
6,2
6,3
6,4
6,5
6,7
6,9
6,12
6,13
6,15
6,16
6,17
6,19
7,0
7,1
7,4
7,5
7,6
7,9
7,10
7,11
7,13
7,14
7,17
7,19
8,0
8,1
8,11
8,13
8,19
9,0
9,1
9,2
9,3
9,4
9,6
9,7
9,13
9,15
9,17
10,4
10,5
10,7
10,14
10,16
10,18
10,19
11,0
11,1
11,7
11,8
11,13
11,14
11,19
12,2
12,4
12,5
12,6
12,15
12,16
12,17
12,18
13,0
13,1
13,6
13,7
13,8
13,9
13,11
13,19
14,5
14,7
14,10
14,11
14,19
15,1
15,2
15,3
15,6
15,9
15,12
15,16
15,17
16,2
16,4
16,5
16,6
16,10
16,12
16,15
16,17
16,18
17,1
17,2
17,3
17,4
17,5
17,6
17,7
17,9
17,12
17,15
17,16
17,18
18,2
18,4
18,5
18,10
18,12
18,16
18,17
19,1
19,5
19,6
19,7
19,8
19,10
19,11
19,13
19,14
